date,imdbId,title,originalTitle,medium,place,with,rewatch,note,VF,comment,year,runtime,country,directors,actors,genres,femaleDirector
2022-02-18,tt0433035,Real Steel,Real Steel,Piratage,Paris,,,***,,,2011,127,États-Unis,Shawn Levy,"Hugh Jackman,Dakota Goyo,Evangeline Lilly,Kevin Durand,Anthony Mackie,Hope Davis,James Rebhorn,Karl Yune,Sophie Levy,Tess Levy,Olga Fonda,John Gatins,Gregory Sims,Torey Adkins,Phil LaMarr,John Hawkinson,David Alan Basche,Julian Gant,Ken Alter,Leilani Barrett,D.B. Dickerson,Peter Carey,Dan Lemieux,Richard Goteri,Tim Holmes,Ricky Wayne,Taris Tyler,Kevin Dorman,John Manfredi,Mike Ancrile,Leah Barkoff,Joshua Ray Bell,Clark Birchmeier,Ben Hernandez Bray,Wayne E. Brown,Justin Calkins,Ron Causey,Jahnel Curfman,Johnny Flynn,Logan Fry,Megan Grant,J.J. Green,Shane Hagedorn,Kef Lee,Brad Leo Lyon,Mary Magyari,Megan Mockensturm,Kirstie Munoz,Anton Narinskiy,Chris Newman,Wendy Paquette,Alan D. Purwin,Miguel Sandoval,Dwight Sora,Jojuan Westmoreland,Amanda Wright,Gary T. Jones","Action,Science-Fiction,Drame",
2022-02-19,tt7657566,Mort sur le Nil,Death on the Nile,Cinéma Gaumont Parnasse,Paris,"Théo,Damien,Pauline",,**,,,2022,127,États-Unis,Kenneth Branagh,"Kenneth Branagh,Gal Gadot,Armie Hammer,Russell Brand,Tom Bateman,Annette Bening,Ali Fazal,Dawn French,Rose Leslie,Emma Mackey,Sophie Okonedo,Jennifer Saunders,Letitia Wright,Adam Garcia,Susannah Fielding,Rick Warden,John Wolfe,George Jaques,Victor Alli,Jonah Rzeskiewicz,James Schofield","Mystère,Crime,Drame,Thriller",
2022-02-20,tt5834426,Moonfall,Moonfall,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,**,,,2022,130,États-Unis,Roland Emmerich,"Halle Berry,Patrick Wilson,John Bradley,Charlie Plummer,Yu Wenwen,Michael Peña,Kelly Reilly,Donald Sutherland,Eme Ikwuakor,Carolina Bartczak,Zayn Maloney,Ava Weiss,Hazel Nugent,Chris Sandiford,Jonathan Silver,Stephen Bogaert,Maxim Roy,Azriel Dalman,Achilles Montes-Vamvas,Ryan Bommarito,Kathleen Fee,Frank Schorpion,Sebastian Pigott,Jaa Smith-Johnson,Adam LeBlanc,Katy Breier,Kyle Gatehouse,Tyrone Benskin,Josh Cruddas,Gerardo Lo Dico,Krista Marchand","Action,Aventure,Science-Fiction",
2022-02-27,tt4957538,The Whispering Star,ひそひそ星,Cinéma Club de l'Étoile,Paris,Théo,,****,,Unknown Movies,2015,102,Japon,Sion Sono,"Megumi Kagurazaka,Kenji Endo,Yūto Ikeda,Kōko Mori","Drame,Science-Fiction",
2022-03-04,tt0260991,JSA (Joint Security Area),공동경비구역 JSA,Piratage,Paris,,,*****,,,2000,110,Corée du Sud,Park Chan-wook,"Lee Byung-hun,Song Kang-ho,Lee Young-ae,Kim Tae-woo,Shin Ha-kyun,Christoph Hofrichter,Herbert Ulrich,Ki Joo-bong,Lee Han-wi,Lee Dae-yeon","Guerre,Drame,Thriller,Action",
2022-03-05,tt12789558,Belfast,Belfast,Cinéma Mégarama,Arras,parents,,***,X,,2021,99,Royaume-Uni,Kenneth Branagh,"Jude Hill,Caitriona Balfe,Jamie Dornan,Judi Dench,Ciarán Hinds,Colin Morgan,Lara McDonnell,Lewis McAskie,Gerard Horan,Josie Walker,Olive Tennant,Michael Maloney,Turlough Convery,Conor MacNeill,Chris McCurry,Elly Condron,Samuel Menhinick,Vanessa Ifediora,Gerard McCarthy,Sid Sagar,Mark Hadfield,John Sessions,Mairéad Tyers,Drew Dillon,Leonard Buckley,Kit Rakusen,Freya Yates,Nessa Eriksson,Charlie Barnard,Frankie Hastings,Caolan McCarthy,Ian Dunnett Jnr,Oliver Savell,Orla McDonagh,Ross O'Donnellan,Olivia Flanagan,Serrana Su-Ling Bliss,Rachel Feeney,Estelle Cousins,Scott Gutteridge,Bill Branagh,Joyce Branagh,Jimmy O'Dee,Victor Alli",Drame,
2022-03-06,tt6445396,L'Embarras du choix,L'Embarras du choix,Netflix,Arras,parents,,**,,,2017,97,France,Eric Lavaine,"Alexandra Lamy,Arnaud Ducret,Jamie Bamber,Anne Marivin,Sabrina Ouazani,Lionnel Astier,Jérôme Commandeur,Arnaud Henriet,Benjamin Jungers,Elise Diamant,Xavier Alcan,Laure Hennequart,Franck Dubosc,Simon Astier,Xavier Dumont,Garance Thénault","Romance,Comédie",
2022-03-09,tt9639470,Last Night in Soho,Last Night in Soho,Piratage,Arras,parents,X,*****,,,2021,117,Royaume-Uni,Edgar Wright,"Thomasin McKenzie,Anya Taylor-Joy,Matt Smith,Rita Tushingham,Michael Ajao,Synnøve Karlsen,Pauline McLynn,Terence Stamp,Diana Rigg,Aimée Cassettari,Colin Mace,Jessie Mei Li,Kassius Nelson,Rebecca Harrod,Alan Mahon,Connor Calland,Josh Zaré,Jacqui-Lee Pryce,Elizabeth Berrington,James Phelps,Oliver Phelps,Beth Singh,Paul Brightwell,Will Rogers,Terence Frisch,Celeste Dring,Jeanie Wishes,Andrew Bicknell,Adam Sopp,Richard Corgan,Michael Mears,Tom Hartwell,Paul Hamilton,Wayne Cater,Sam Claflin,Sam Parks,Alan Ruscoe,Margaret Nolan,Christopher Carrico,Kent Goldfinch,Ian Harrod,Ian Hartley,Luke Hope,Daniel Maggott,Richard O'Sullivan,Michael Jibson,Lisa McGrillis,Al Roberts,Derek Lea,Lati Gbaja,Richard Price,Paul Riddell,Katrina Vasilieva","Thriller,Horreur,Mystère",
2022-03-12,tt13403046,Fresh,Fresh,Piratage,Paris,Minseok,,***,,,2022,114,États-Unis,Mimi Cave,"Daisy Edgar-Jones,Sebastian Stan,Jonica T. Gibbs,Andrea Bang,Dayo Okeniyi,Charlotte Le Bon,Brett Dier,Alina Maris,William Belleau,Lachlan Quarmby,Sunghee Lapell,Arggy Jenati,Anthony Ingram,Frances Leigh,Lance Birley,Joe Costa,Larry Hoe,Scott McGrath,Robert Corness","Horreur,Thriller,Romance",X
2022-03-13,tt1877830,The Batman,The Batman,Cinéma Pathé Beaugrenelle,Paris,Théo,,****,,,2022,175,États-Unis,Matt Reeves,"Robert Pattinson,Zoë Kravitz,Paul Dano,Jeffrey Wright,John Turturro,Peter Sarsgaard,Andy Serkis,Colin Farrell,Jayme Lawson,Gil Perez-Abraham,Peter McDonald,Con O'Neill,Alex Ferns,Rupert Penry-Jones,Charlie Carver,Max Carver,Barry Keoghan,Kosha Engler,Archie Barnes,Janine Harouni,Hana Hrzic,Joseph Walker,Luke Roberts,Oscar Novak,Stella Stocker,Sandra Dickinson,Jack Bennett,Andre Nightingale,Richard James-Neale,Lorraine Tai,Joseph Balderrama,James Eeles,Dave Simon,Angela Yeoh,Leemore Marrett Jr.,Ezra Elliott,Itoya Osagiede,Stewart Alexander,Adam Rojko Vega,Heider Ali,Marcus Onilude,Elena Saurel,Ed Kear,Sid Sagar,Amanda Blake,Todd Boyce,Brandon Bassir,Will Austin,Chabris Napier-Lawrence,Douglas Russell,Phil Aizlewood,Mark Killeen,Philip Shaun McGuinness,Lorna Brown,Elliot Warren,Jay Lycurgo,Stefan Race,Elijah Baker,Craige Middleburg,Akie Kotabe,Spike Fearn,Urielle Klein-Mekongo,Bronson Webb,Madeleine Gray,Ste Johnston,Arthur Lee,Parry Glasspool,Jordan Coulson,Hadas Gold,Pat Battle,Bobby Cuza,Dean Meminger,Roma Torre,Mike Cappozola,Amanda Hurwitz,Joshua Eldridge-Smith,Daniel Rainford,Nathalie Armin,Jose Palma,Kazeem Tosin Amore","Crime,Mystère,Thriller",
2022-03-14,tt3013602,Babysitting,Babysitting,Netflix,Paris,,X,**,,,2014,85,France,"Nicolas Benamou,Philippe Lacheau","Philippe Lacheau,Alice David,Vincent Desagnat,Tarek Boudali,Julien Arruti,Grégoire Ludig,David Marsais,Gérard Jugnot,Clotilde Courau,Philippe Duquesne,Charlotte Gabris,David Salles,Philippe Brigaud,Enzo Tomasini,Vladimir Houbart,Alice Dufour,Sylvia Fasolo,Nicolas Grandhomme,Raphaël Hidrot",Comédie,
2022-03-15,tt8097030,Alerte rouge,Turning Red,Piratage,Paris,,,****,,,2022,100,États-Unis,Domee Shi,"Rosalie Chiang,Sandra Oh,Ava Morse,Hyein Park,Maitreyi Ramakrishnan,Orion Lee,Wai Ching Ho,Tristan Allerick Chen,Lori Tan Chinn,Mia Tagano,Sherry Cola,Lillian Lim,James Hong,Jordan Fisher,Finneas O'Connell,Topher Ngo,Grayson Villanueva,Josh Levi,Sasha Roiz,Addie Chandler,Lily Sanfelippo,Anne-Marie,Evan Agos,Trinity Bliss,Devin Bright,Kimberly Brooks,David Chen,Ian James Corlett,Juliet Donenfeld,Terri Douglas,Ellen Dubin,Alison Fernandez,Jack Fisher,Erin Fitzgerald,Poon Fong-Fong,Hadley Gannaway,Kim Mai Guest,David Hayter,Karen Huie,Caleb Jeon,Arif S. Kinchen,Sean T. Krishnan,Paul Kwo,James Taku Leung,Ethan Loh,Lydia Look,Noel Mason,Jason Maybaum,Jaiden McLeod,Ulka Simone Mohanty,Iara Nemirovsky,Capri Oliver,Benjamin Plessala,Tsang Pui-Yee,Maddix Robinson,Zeno Robinson,Vivienne Rutherford,Violet Grace Schaffer,Mariel Sheets,Christian J. Simon,Artemis Snow,Sydney Thomas,Timothy Cheng,Benjamin Valic,Shondalia White,Cedric L. Williams","Animation,Familial,Comédie,Fantastique",X
2022-03-19,tt0120082,Scream 2,Scream 2,Piratage,Paris,,,***,,,1997,120,États-Unis,Wes Craven,"Neve Campbell,Courteney Cox,David Arquette,Jerry O'Connell,Timothy Olyphant,Jamie Kennedy,Laurie Metcalf,Elise Neal,Sarah Michelle Gellar,Liev Schreiber,Jada Pinkett Smith,Omar Epps,Duane Martin,Lewis Arquette,Rebecca Gayheart,Portia de Rossi,Heather Graham,Roger L. Jackson,Joshua Jackson,Marisol Nichols,Tori Spelling,Luke Wilson,David Warner,Selma Blair,Paulette Patterson,Rasila Schroeder,Peter Deming,Molly Gross,Rebecca McFarland,Kevin Williamson,Sandy Heddings,Dave Allen Clark,Joe Washington,Angie Dillard,John Patrick,Craig Shoemaker,Walter Franks,Nina Petronzio,Stephanie Belt,Richard Bruce Doughty,Cornelia Kiss,Lucy Lin,Philip Pavel,Nancy O'Dell,Greg Meiss,Adam Shankman,Kris Andersson,Carmen M. Chavez,Anne Fletcher,Erik Hyler,Sebastian La Cause,Lance MacDonald,Laurie Sposit,Ryan Lee Swanson,Jack Baun,Christopher Doyle,Jason Horgan,Daniel K. Arredondo,John Embry,Wes Craven,Corey Mendell Parker,Tim Hillman,Sarah Christine Smith,Jennifer Weston,Shelly Benedict,Jason Trost,Tom Hand,Teretha G. Houston,Gwenne Hudson,Franco Castan,Carrie Collins,Rodney L. James,Matthew Lillard,Lynn McRee,Deadra Moore","Horreur,Mystère",
2022-03-20,tt11783988,Moneyboys,金錢男孩,Cinéma Gaumont Parnasse,Paris,,,***,,,2022,116,Taïwan,C.B. Yi,"Kai Ko,Chloe Maayan,Bai Yufan,JC Lin,Qiheng Sun,Yan-Ze Lu,Daphne Low,Chen Mu,Teng-Hui Huang,I-Hsiung Lin,Fu Lei,Ming-shiou Tsai,Mountain Kao,Nelson Shen,Joey Yu,Jacky Liu,Gino Yang,Ming-Sen Lin",Drame,
2022-03-20,tt2463208,Adam à travers le temps,The Adam Project,Netflix,Paris,,,**,,,2022,106,États-Unis,Shawn Levy,"Ryan Reynolds,Walker Scobell,Mark Ruffalo,Jennifer Garner,Zoe Saldana,Catherine Keener,Alex Mallari Jr.,Braxton Bjerken,Kasra Wong,Lucie Guest,Donald Sales,Esther Ming Li,Ben Wilkinson,Milo Shandel","Action,Aventure,Comédie,Science-Fiction,Drame",
2022-03-24,tt12264966,Notre-Dame brûle,Notre-Dame brûle,Cinéma Gaumont Convention,Paris,,,***,,,2022,110,France,Jean-Jacques Annaud,"Samuel Labarthe,Jean-Paul Bordes,Mickaël Chirinian,Jérémie Laheurte,Maximilien Seweryn,Garlan Le Martelot,Dimitri Storoge,Pierre Lottin,Jules Sadoughi,Chloé Jouannet,Vassili Schneider,Ava Baya,Nathan Gruffy,Sébastien Lalanne,Oumar Diolo,Antonythasan Jesuthasan,Élodie Navarre,Chloé Chevalier,Loic Djani,Michaël Estarque,Kevin Garnichat,Daniel Horn,Tony Le Bacq,Romain Ogerau,Billel Sakhri,Xavier Desmoutiers,Brandon Suffys,Julien Desjardins,Xavier Jozelon,Anne Hidalgo,Fabien Houssaye,Emmanuel Macron",Drame,
2022-03-25,tt0060908,Le Roi de cœur,Le Roi de cœur,Cinéma Club de l'Étoile,Paris,,,*****,,Unknown Movies,1966,102,France,Philippe de Broca,"Alan Bates,Geneviève Bujold,Pierre Brasseur,Michel Serrault,Jean-Claude Brialy,Adolfo Celi,Micheline Presle,Philippe de Broca,Françoise Christophe,Julien Guiomar,Palau,Jacques Balutin,Pier Paolo Capponi,Madeleine Clervanne,Marc Dudicourt,Georges Adet,Jackie Blanchot,Robert Blome,Jean-Marie Bon,Daniel Boulanger,Philippe Bruneau,Paul Faivre,Georges Guéret,Louis Jojot,Jacques Mauclair,Daniel Prévost,Yves Robert,Sabine Sun,Sylvain,Eric Vasberg","Comédie,Drame,Guerre",
2022-03-27,tt0338564,Infernal Affairs,無間道,Cinéma Pathé Les Fauvettes,Paris,,X,****,,,2002,97,Hong Kong,"Andrew Lau,Alan Mak","Andy Lau,Tony Leung Chiu-wai,Anthony Wong,Eric Tsang,Kelly Chen,Sammi Cheng,Edison Chen,Shawn Yue,Chapman To,Dion Lam Dik-On,Gordon Lam,Wan Chi-Keung,Berg Ng,Tony Ho,Elva Hsiao,Courtney Wu,Victy Wong Yin-Keung,Eric Li Tin Cheung,So Wai-Nam,Chaucharew Wichai","Drame,Action,Thriller,Crime,Mystère",
2022-03-27,tt0369060,Infernal Affairs II,無間道II,Cinéma Pathé Les Fauvettes,Paris,,,***,,,2003,119,Hong Kong,"Andrew Lau,Alan Mak","Anthony Wong,Eric Tsang,Carina Lau,Francis Ng,Edison Chen,Shawn Yue,Hu Jun,Roy Cheung,Andrew Lin,Joe Cheung,Henry Fong Ping,Peter Ngor Chi-Kwan,Arthur Wong Ngok-Tai,Teddy Chan,Chapman To,Wan Chi-Keung,Bey Logan,Kara Hui,William Duen","Drame,Action,Thriller,Crime",
2022-03-28,tt0374339,Infernal Affairs III,無間道III: 終極無間,Cinéma Pathé Les Fauvettes,Paris,,,***,,,2003,118,Hong Kong,"Andrew Lau,Alan Mak","Andy Lau,Tony Leung Chiu-wai,Leon Lai,Chen Daoming,Anthony Wong,Eric Tsang,Kelly Chen,Sammi Cheng,Carina Lau,Edison Chen,Shawn Yue,Eddie Li,Chapman To,Waise Lee,Gordon Lam,Berg Ng,Wan Chi-Keung","Crime,Drame,Action",
2022-03-31,tt0134084,Scream 3,Scream 3,Piratage,Paris,,,**,,,2000,116,États-Unis,Wes Craven,"David Arquette,Neve Campbell,Courteney Cox,Patrick Dempsey,Scott Foley,Lance Henriksen,Matt Keeslar,Jenny McCarthy-Wahlberg,Emily Mortimer,Parker Posey,Deon Richmond,Kelly Rutherford,Liev Schreiber,Patrick Warburton,Jamie Kennedy,Roger L. Jackson,Julie Janney,Richmond Arquette,Nancy O'Dell,Lynn McRee,Roger Corman,Josh Pais,John Embry,Lawrence Hecht,Lisa Beach,Kevin Smith,Jason Mewes,Erik Erath,Daniel K. Arredondo,Lisa Gordon,Heather Matarazzo,Carrie Fisher,C.W. Morgan,Wes Craven,Strawberry Fields","Horreur,Mystère",
2022-04-02,tt1262416,Scream 4,Scream 4,Piratage,Paris,,,***,,,2011,111,États-Unis,Wes Craven,"David Arquette,Neve Campbell,Courteney Cox,Emma Roberts,Hayden Panettiere,Anthony Anderson,Adam Brody,Rory Culkin,Mary McDonnell,Marley Shelton,Alison Brie,Marielle Jaffe,Nico Tortorella,Erik Knudsen,Anna Paquin,Kristen Bell,Lucy Hale,Shenae Grimes-Beech,Britt Robertson,Aimee Teegarden,Roger L. Jackson,Nancy O'Dell,Justin Michael Brandt,Dane Farwell,Gordon Michaels,John Lepard,Kim Adams,Devin Scillian,Mark Aaron Buerkle,Julia Ho,Alexander Punch,Glenda Lewis,William Spencer,Tim Doty,Peter Carey,Gary T. Jones,Matthew Lillard,Heather Graham","Horreur,Mystère",
2022-04-03,tt13610562,La Bulle,The Bubble,Netflix,Paris,,,*,,,2022,105,États-Unis,Judd Apatow,"Karen Gillan,Iris Apatow,Fred Armisen,Maria Bakalova,Vir Das,David Duchovny,Samson Kayo,Keegan-Michael Key,Guz Khan,Leslie Mann,Kate McKinnon,Pedro Pascal,Peter Serafinowicz,Harry Trevaldwyn,Danielle Vitalis,Rob Delaney,Raphael Acloque,Chris Witaske,Galen Hopper,Ross Lee,Nick Kocher,Celeste Dring,Ben Ashenden,Alexander Owen,Maria Bamford,Daisy Ridley,John Lithgow,John Cena,Beck,Donna Air,Ivy Wolk,James McAvoy",Comédie,
2022-04-04,tt11245972,Scream,Scream,Piratage,Paris,,,**,,,2022,114,États-Unis,"Matt Bettinelli-Olpin,Tyler Gillett","Neve Campbell,Courteney Cox,David Arquette,Melissa Barrera,Jenna Ortega,Jack Quaid,Mikey Madison,Jasmin Savoy Brown,Dylan Minnette,Mason Gooding,Sonia Ammar,Marley Shelton,Kyle Gallner,Skeet Ulrich,Heather Matarazzo,Reggie Conquest,Chester Tam,James A. Janisse,Chelsea Rebecca,Brooke Barnhill,Stephen West-Rogers,Milli M.,Christopher Speed,Clayton Frank,Boomer Mays,Roger L. Jackson,Drew Barrymore,Adam Brody,Henry Winkler,Hayden Panettiere,Jamie Kennedy,Matthew Lillard","Horreur,Mystère,Thriller",
2022-04-05,tt12889404,Cyrano,Cyrano,Cinéma Gaumont Parnasse,Paris,Théo,,***,,,2022,123,États-Unis,Joe Wright,"Peter Dinklage,Haley Bennett,Kelvin Harrison Jr.,Ben Mendelsohn,Bashir Salahuddin,Monica Dolan,Joshua James,Anjana Vasan,Ruth Sheen,Glen Hansard,Sam Amidon,Scott Folan,Mark Benton,Richard McCabe,Peter Wight,Tim McMullan,Mark Bagnall,Mike Shepherd,Paul Biddiss,Katy Owen,Paul Hunter,Celeste Dodwell,Celeste Dring,Bettrys Jones,Nandi Bhebhe,Colin Mace,Lucas Peters,Leo Rait,Kyla Goodey,Beverly Rudd,Giles King,Carl Grose,Sarah Wright,John Locke","Drame,Romance",
2022-04-06,tt0087800,Les Griffes de la Nuit,A Nightmare on Elm Street,Piratage,Paris,,,****,,,1984,90,États-Unis,Wes Craven,"Heather Langenkamp,Robert Englund,John Saxon,Ronee Blakley,Amanda Wyss,Jsu Garcia,Johnny Depp,Charles Fleischer,Joseph Whipp,Lin Shaye,Joe Unger,Mimi Craven,Jack Shea,Ed Call,Sandy Lipton,David Andrews,Jeff Levine,Donna Woodrum,Shashawnee Hall,Carol Pritikin,Brian Reise,Ash Adams,Don Hannah,Leslie Hoffman,Paul Grenier,Kathi Gibbs,Chris Tashima,Antonia Yannouli,John Richard Petersen,Robert Shaye",Horreur,
2022-04-08,tt1119646,Very Bad Trip,The Hangover,Netflix,Paris,,,***,,,2009,95,États-Unis,Todd Phillips,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Heather Graham,Sasha Barrese,Jeffrey Tambor,Ken Jeong,Rachael Harris,Mike Tyson,Mike Epps,Jernard Burks,Rob Riggle,Cleo King,Bryan Callen,Matt Walsh,Ian Anthony Dale,Michael Li,Sondra Currie,Gillian Vigman,Nathalie Fay,Chuck Pacheco,Jesse Erwin,Dan Finnerty,Keith Lyle,Brody Stevens,Todd Phillips,Mike Vallely,James Martin Kelly,Murray Gershenz,Andrew Astor,Casey Margolis,Ken Flaherty,Joe Alexander,Constance Broge,Sue Pierce,Floyd Levine,Robert A. Ringler,Britt Barrett,Chauntae Davies,Alisa Allapach,Nicholas Furu,Angelica Flameno,Lily Winn,Katerina Moutsatsou,Faleolo Alailima,Rio Ahn,John Jason Bailey,Guile Branco,Joey Brander,Kaitlin Clark,Natalie Cohen,Cody Deal,Lanette Fugit,Charlene Geisler,David Hill,Mitch Holleman,Carrie Keagan,Stephanie Mathis,Anthony Mingilino,Richard Reid,Michael A. Rizza,Heather Roop,Joe Satriani,Jessica Simons,Tom Spano,Carrot Top,Jaira Valenti,Victor Yerrid,Anat Gerber",Comédie,
2022-04-09,tt12440140,Aristocrats,あのこは貴族,Cinéma Gaumont Convention,Paris,,,**,,,2022,125,Japon,Yukiko Sode,"Mugi Kadowaki,Kiko Mizuhara,Kengo Kora,Shizuka Ishibashi,Rio Yamashita,Yukiko Shinohara,Kei Ishibashi,Kenta Satoi,Takashi Yamanaka,Hitomi Takahashi,Masane Tsukayama,Guin Poon Chaw,Ryoka Minamide",Drame,X
2022-04-12,tt7270808,Freaks Out,Freaks Out,Cinéma Gaumont Parnasse,Paris,,,****,,,2022,141,Italie,Gabriele Mainetti,"Claudio Santamaria,Aurora Giovinazzo,Pietro Castellitto,Giancarlo Martini,Giorgio Tirabassi,Max Mazzotta,Franz Rogowski,Eric Godon,Emilio De Marchi,Anna Tenta,Sebastian Hülk,Elia Pietschmann,Christoph Hülsen,Astrid Meloni,Ed Hendrik,Riccardo Angelini,Olivier Bony,Massimiliano Ubaldi,Michelangelo Dalisi,Alessandro Arcodia,Davide Balzanetti,Francesca Anna Bellucci","Aventure,Action,Science-Fiction",
2022-04-19,tt12715472,Inexorable,Inexorable,Cinéma Gaumont Parnasse,Paris,,,****,,,2022,98,Belgique,Fabrice Du Welz,"Benoît Poelvoorde,Alba Gaïa Bellugi,Mélanie Doutey,Janaïna Halloy,Anaël Snoek,Jackie Berroyer,Catherine Salée",Thriller,
2022-04-23,tt16491386,En même temps,En même temps,Cinéma Gaumont Convention,Paris,,,**,,,2022,108,France,"Benoît Delépine,Gustave Kervern","Vincent Macaigne,Jonathan Cohen,India Hair,Jehnny Beth,Doully,Yolande Moreau,Isabelle Gaspar,Gustave Kervern,Charlotte Creyx,Michel Besset,Frédéric Felder,Thomas Vandenberghe,François Damiens,Anna Mouglalis,Laetitia Dosch,Anne Benoît,Benoît Delépine,Joseph Dahan",Comédie,
2022-04-27,tt13320622,Le secret de la cité perdue,The Lost City,Cinéma Gaumont Parnasse,Paris,Théo,,**,,,2022,112,États-Unis,"Adam Nee,Aaron Nee","Sandra Bullock,Channing Tatum,Daniel Radcliffe,Brad Pitt,Da'Vine Joy Randolph,Patti Harrison,Oscar Nunez,Bowen Yang,Stephen Lang,Héctor Aníbal,Thomas Forbes-Johnson,Adam Nee,Raymond Lee,Katherine Montes,Danny Radhames Vasquez Castillo,Sli Lewis,Olga Bucarelli,Omar Patin,Anthony Alvarez,Ryan Orr,Alex Schoenauer,Edwin Polanco,Marcy Jarreau,Cynthia Oroz,Carolina Rohana,Jonathan Lev,Toussaint Merionne,Luinis Olaverria,Emerson Gonzalez,Wilson Ureña,Roger Wasserman,Ryan Judd,Zachary Steel,Marcos Sánchez,Zain Ullah","Action,Aventure,Comédie,Romance",
2022-05-05,tt1879016,La Ruse,Operation Mincemeat,Cinéma Gaumont Parnasse,Paris,Raphaëlle,,***,,,2022,128,Royaume-Uni,John Madden,"Colin Firth,Matthew Macfadyen,Kelly Macdonald,Penelope Wilton,Johnny Flynn,Jason Isaacs,Mark Gatiss,Hattie Morahan,Paul Ritter,Simon Russell Beale,Lorne MacFadyen,Markus von Lingen,Ruby Bentall,Alex Jennings,Ellie Haddington,Nicholas Rowe,Will Keen,Mark Bonnar,James Fleet,Alexander Beyer,Nico Birnbaum,Pep Tosar,Alba Brunet,Pedro Casablanc,Óscar Zafra,Javier Godino,Jonjo O'Neill,Amy Marston,Gabrielle Creevy,Simon Rouse,Paul Lancaster,Michael Bott,Charlotte Hamblin,Rufus Wright","Guerre,Histoire,Drame",
2022-05-07,tt9419884,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,***,,,2022,126,États-Unis,Sam Raimi,"Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Benedict Wong,Xochitl Gomez,Jett Klyne,Julian Hilliard,Sheila Atim,Adam Hugill,Michael Stuhlbarg,Rachel McAdams,Hayley Atwell,Anson Mount,Lashana Lynch,John Krasinski,Patrick Stewart,Charlize Theron,Bruce Campbell,Ross Marquand,Andy Bale,Ako Mitchell,Momo Yeung,Daniel Swain,Topo Wresniwiro,Eden Nathenson,Vinny Moli,Charlie Norton,Aliyah Camacho,Ruth Livier,Chess Lopez,David Tse,Yasmin Chadwick,Anthony Knight,Nuakai Aru,Victoria Grove,Joshua Peace,Nina Jalava,Joshmaine Joseph,Yenifer Molina,Kevin Dalton,Orphee Sidibe,Gregory Fung,Cecilia Appiah,Victoria Sterling,Jordan Alexandra,Bobbie Little,Gabriella Cooper-Parsons,André Layne,Michael Waldron,Bridget Hoffman,Scott Spiegel,Jessica Pennington,Andrew Morgado,Audrey Wasilewski,Christian Rummel,Richie Palmer","Fantastique,Action,Aventure",
2022-05-09,tt13308316,Babysitter,Babysitter,Cinéma Gaumont Parnasse,Paris,,,****,,,2022,87,Canada,Monia Chokri,"Monia Chokri,Patrick Hivon,Steve Laplante,Nadia Tereszkiewicz",Comédie,X
2022-05-11,tt7914416,Ne coupez pas !,カメラを止めるな！,Piratage,Paris,"Théo,Damien,Pauline",X,****,,Sur Discord,2017,96,Japon,Shinichiro Ueda,"Takayuki Hamatsu,Yuzuki Akiyama,Kazuaki Nagaya,Harumi Shuhama,Mao,Hiroshi Ichihara,Manabu Hosoi,Shuntarô Yamazaki,Shinichiro Osawa,Donguri,Miki Yoshida,Ayana Gôda,Sakina Asamori,Tomokazu Yamaguchi,Takuya Fujimura,Satoshi Iwagô,Kyôko Takahashi,Shiori Nukumi","Comédie,Horreur",
2022-05-12,tt3381008,Grimsby : Agent trop spécial,Grimsby,Piratage,Paris,,X,***,,,2016,83,Australie,Louis Leterrier,"Sacha Baron Cohen,Mark Strong,Isla Fisher,Penélope Cruz,Rebel Wilson,Gabourey Sidibe,Annabelle Wallis,Nick Sampson,David Harewood,Ian McShane,Scott Adkins,Sam Hazeldine,Tamsin Egerton,Johnny Vegas,Alex Lanipekun,Eileen Davies,Rory Keenan,Zak Sutcliffe,Nick Boraine,Lex Shrapnel,John Thomson,Ricky Tomlinson,Barkhad Abdi,Peter Baynham,Rebecca Front,Miles Jupp,Sam Redford,Eileen Davies,Jamie B. Chambers,Freddie Crowder,Jon-Jon Lockwood,Shaun Thomas,Claudia Adshead,David James,Margaret Jackman,Lewis Johnson,Gabriel Palmer,Steve Scott,Jorge de Juan,Matthew Baldwin,Yusuf Hofri,Bob Cryer,Kyle Rowe,Miles Evans,Amaan Hendricks,Mika Behrman,Laura Thérèse,Janie Booth,Ian Davies,Jason Furnival,Paul Thornley,Joanna Bobin,Sam Hazeldine,Nathan Noel Jukes,Ryan Pickard,Callum Joseph King-Chadwick,John Bradley,Feyi Babalola,Annabelle Wallis,Zorro Sidloyi,Nhlanhla Mkhwanazi,Craig Macrae,Henie Bosman,Robert Wilfort,Clive Tyldesley,Andy Townsend,Clayton Evertson,Affif Ben Badra,Stefano Pasianot,Jordi Castelló,Michelene Deppe,Mihhail Sibul,Raheem Sterling,Patrick John Walton,Danny Green,Jamie Glassman,Alex Lowe,Mark Theodore,Anthony Hines,Jude Poyer,Daniel Westwood,Zakk Pierce","Action,Comédie",
